clean_review,sentiment
웨이팅이 어마어마하게 길지만 다양한 종류에 놀라고 계산대에서 너무 싼값에 놀라고 사와서 먹다가 너무 맛있어서 놀라게 됨 자타공인 대전의 명물,"[['환영/호의', 0.5707001090049744], ['감동/감탄', 0.9789000749588013], ['기대감', 0.6226022839546204], ['뿌듯함', 0.4129584729671478], ['신기함/관심', 0.7703734636306763], ['즐거움/신남', 0.9124518632888794], ['놀람', 0.6978538632392883], ['행복', 0.7615590691566467], ['기쁨', 0.8930580019950867]]"
크리스마스 시즌이라 그런지 사람이 정말 무지막지하게 많네용 일요일 하루종일 줄이 정말 길더라구요 역시 대전의 자랑 성심당,"[['환영/호의', 0.5166025757789612], ['감동/감탄', 0.9281887412071228], ['존경', 0.4523744285106659], ['기대감', 0.510383665561676], ['신기함/관심', 0.6652525067329407], ['즐거움/신남', 0.7555690407752991], ['놀람', 0.7544706463813782], ['행복', 0.5136656165122986], ['기쁨', 0.6665976643562317]]"
정말 대전사람이고싶다사랑해요 성심당,"[['환영/호의', 0.900964081287384], ['감동/감탄', 0.8935655355453491], ['고마움', 0.8799543380737305], ['존경', 0.4582568407058716], ['기대감', 0.5796715617179871], ['뿌듯함', 0.4687846004962921], ['아껴주는', 0.7704427242279053], ['즐거움/신남', 0.8832761645317078], ['흐뭇함(귀여움/예쁨)', 0.4689745008945465], ['행복', 0.9253637790679932], ['기쁨', 0.9570422172546387], ['안심/신뢰', 0.5424604415893555]]"
성심당 주변에 주차할 곳은 찾아보면 많습니다근데 성심당에 사람 엄청 많더군요진짜 줄 선 사람이 명은 넘었습니다저는 정도로 빵을 좋아하진 않아서 먹진 않았고주변이 번화가여서 그냥 잘 놀다 왔습니다,"[['안타까움/실망', 0.6095212697982788], ['뿌듯함', 0.4418943226337433], ['편안/쾌적', 0.4004383385181427], ['즐거움/신남', 0.7978626489639282], ['당황/난처', 0.5055766701698303], ['행복', 0.4068622291088104], ['기쁨', 0.745888352394104], ['안심/신뢰', 0.4551408290863037]]"
대전하면 순수롤이 생각나게 만든 곳주말기준 시시 사이에 가서 분대기메이플시럽에 크림치즈가 조화로운 빅매치 크리미튀소 풍미가 진한 크림이 꽉찬 순수롤은 먹어도 맛있다다른 빵들도 좋은재료를 아낌없이 넣은데다가 저렴함,"[['환영/호의', 0.7730851769447327], ['감동/감탄', 0.9539341926574707], ['기대감', 0.8032193779945374], ['뿌듯함', 0.7149878740310669], ['편안/쾌적', 0.47032514214515686], ['신기함/관심', 0.5720342397689819], ['즐거움/신남', 0.888860821723938], ['깨달음', 0.43939051032066345], ['행복', 0.6966517567634583], ['기쁨', 0.8866684436798096], ['안심/신뢰', 0.796036958694458]]"
오랜만에 먹고 싶어서 방문햇어요,"[['환영/호의', 0.5886355638504028], ['기대감', 0.940929114818573], ['신기함/관심', 0.5853894352912903], ['즐거움/신남', 0.6669659614562988], ['기쁨', 0.5361341834068298]]"
굳이 대전역에서 내려서라도 사감웨이팅 길다는 말이 많은데 운이 좋았는지번 갔을 줄을 한번도 서본 적이 없음,"[['우쭐댐/무시함', 0.48922592401504517], ['안타까움/실망', 0.48182180523872375], ['신기함/관심', 0.40066301822662354], ['한심함', 0.4647907316684723], ['어이없음', 0.6975346207618713], ['없음', 0.5091087818145752], ['깨달음', 0.5590766072273254], ['당황/난처', 0.47092685103416443]]"
성심당 본점과 베이커리식당 처음 가보았는데 유명한 이유를 알게되었네요 가성비가 아니라 가심비도 좋은 곳,"[['환영/호의', 0.7438265681266785], ['감동/감탄', 0.9565460085868835], ['기대감', 0.7875457406044006], ['뿌듯함', 0.6592127084732056], ['편안/쾌적', 0.44752237200737], ['신기함/관심', 0.8110604286193848], ['즐거움/신남', 0.7565871477127075], ['깨달음', 0.648762583732605], ['놀람', 0.49036577343940735], ['행복', 0.5168551802635193], ['기쁨', 0.8101822137832642], ['안심/신뢰', 0.8453001379966736]]"
맛있습니다 근데 늘 줄이 긴건 인기때문에 어쩔 수 없는거겠죠,"[['불평/불만', 0.7093920111656189], ['감동/감탄', 0.45215246081352234], ['기대감', 0.4224453568458557], ['안타까움/실망', 0.9579046964645386], ['당황/난처', 0.6231164336204529]]"
너무 사람이 많아 떠밀려 다녔지만 맛있는 빵이 너무 많아서 좋았어요,"[['감동/감탄', 0.7254875302314758], ['고마움', 0.41257497668266296], ['즐거움/신남', 0.8541281819343567], ['행복', 0.8358933925628662], ['기쁨', 0.9238338470458984]]"
최고에요성심당의 도시 대전 성심당 하나만으로 재방문하고싶어오,"[['환영/호의', 0.8826844096183777], ['감동/감탄', 0.963784396648407], ['고마움', 0.6449503898620605], ['존경', 0.4552758038043976], ['기대감', 0.9040087461471558], ['뿌듯함', 0.48219823837280273], ['신기함/관심', 0.5217781662940979], ['즐거움/신남', 0.8837549090385437], ['행복', 0.7946061491966248], ['기쁨', 0.9011082649230957], ['안심/신뢰', 0.6276848912239075]]"
주차가 힘듦,"[['불평/불만', 0.9465243220329285], ['안타까움/실망', 0.759649395942688], ['짜증', 0.8891032934188843], ['당황/난처', 0.6182127594947815]]"
영수증 꼭 잘 확인하세요 집에 와서 영수증 확인해서 보니 직원들이 너무 바뻐서 그런지 뱅오쇼콜라를 초코폭탄으로 잘못찍어서 계산해놨네요 두 빵의 가격차이가 많이 나서 여러개 샀으면 아주아주 난감할뻔 했네요,"[['불평/불만', 0.8089647889137268], ['안타까움/실망', 0.915808916091919], ['의심/불신', 0.5820557475090027], ['짜증', 0.5021390318870544], ['어이없음', 0.715065598487854], ['당황/난처', 0.9569165706634521], ['불안/걱정', 0.5790330171585083]]"
대학다닐적에 층에서 빵사서 지하가서 쟁반막국수 시켜서 먹었는데 추억이네요,"[['감동/감탄', 0.7368695139884949], ['기대감', 0.4893307089805603], ['뿌듯함', 0.4650588035583496], ['편안/쾌적', 0.434881329536438], ['즐거움/신남', 0.8723830580711365], ['깨달음', 0.4130396842956543], ['행복', 0.8572999238967896], ['기쁨', 0.8864720463752747]]"
걍 가성비 좋고 무난한 빵들을 먹기 최고임뭘먹던 평타이상치나 개인적으로는 샌드위치를추천 원래 소금빵도 진짜 맛있었는데 오늘이 이상한건지 그맛이아님,"[['불평/불만', 0.4680700898170471], ['환영/호의', 0.5347261428833008], ['감동/감탄', 0.546597957611084], ['기대감', 0.718462347984314], ['안타까움/실망', 0.7602478265762329], ['편안/쾌적', 0.4196232557296753], ['신기함/관심', 0.4039047360420227], ['깨달음', 0.5264796018600464], ['기쁨', 0.45548030734062195], ['안심/신뢰', 0.6732457280158997]]"
부추빵 맛있어요 근데 저녁 먹고 가면 원하는 빵은 다 팔려있는,"[['환영/호의', 0.4945666491985321], ['감동/감탄', 0.4331321120262146], ['기대감', 0.6510481238365173], ['안타까움/실망', 0.6939879059791565], ['신기함/관심', 0.4328153431415558], ['즐거움/신남', 0.711556077003479], ['당황/난처', 0.40222489833831787], ['행복', 0.4158552885055542], ['기쁨', 0.7043749094009399], ['안심/신뢰', 0.4431247115135193]]"
맛있긴한데 빵에 대해 잘 모르거나 좋아하지 않는 사람은 감흥이 없을 듯,"[['불평/불만', 0.5927152633666992], ['안타까움/실망', 0.9174826145172119], ['부담/안_내킴', 0.4277271628379822], ['재미없음', 0.5596309304237366]]"
맛없는 빵이 없는집잠봉뵈르샌드위치랑 야끼소바빵 대존맛단지 계산줄 정리가 안되서 이건 별하나 빼겠음대전역사점처럼 한분이 몇번계산대로가라고 정리해주면 좋을싶어요,"[['불평/불만', 0.9352491497993469], ['기대감', 0.4747556746006012], ['안타까움/실망', 0.9381834864616394], ['짜증', 0.5089989304542542], ['당황/난처', 0.5352598428726196]]"
주말이라 사람이 많을 것이라 생각했지만많아도 너무 많아서 놀랐답니다분 정도는 밖에서 기다린듯하네요빵 만드는 곳이 통유리라 밖에서도 훤히 보여서믿고 먹을 수 있다는 신뢰를 준답니다안으로 들어가면 순서대로 빵을 구매하는 것이 아니라자율적으로 먹고싶은 빵을 고르고 결제할 수 있는데요장점은 먹고 싶은 빵을 먼저 고를 수 있고재고가 부족하면 리필도 바로바로 되기 때문에회전율이 좋아서 사람들이 금방 사고 나가요단점은 사람이 너무 많이 한 번에 들어와 있어서구매하는 것과 결제하는 것도 어려워요손님을 조금만 적게 들여보네주면 더욱 좋을 듯합니다주차는 골목에 빈 곳에 하거나 우리들공원주차장 성심당 전용 주차장 현대주차장이 있으니 방문 시 참고하세요,"[['불평/불만', 0.7039160132408142], ['환영/호의', 0.47417429089546204], ['고마움', 0.4230630695819855], ['기대감', 0.5660413503646851], ['안타까움/실망', 0.8750672340393066], ['편안/쾌적', 0.48488548398017883], ['깨달음', 0.46456030011177063], ['당황/난처', 0.6181420683860779], ['안심/신뢰', 0.8398739695549011]]"
따위가 남기는 후기가 의미가 있을까요 성심당은 이미 하나의 종교가 된 듯 합니다 저녁 시간에는 오전의 절반 정도만 있으니 꼭 오전에 가세요 원픽은 명란 바케트 위 야키소바빵 위 반미,"[['환영/호의', 0.4180715084075928], ['기대감', 0.7921835780143738], ['안타까움/실망', 0.4532183110713959], ['없음', 0.7271493077278137], ['깨달음', 0.5496923923492432]]"
튀소 크리미튀소랑 메아리 크림치즈화이트번이 맛도리,"[['환영/호의', 0.5141739249229431], ['감동/감탄', 0.5392545461654663], ['기대감', 0.6004163026809692], ['신기함/관심', 0.5177421569824219], ['없음', 0.675269603729248], ['즐거움/신남', 0.6916355490684509], ['기쁨', 0.4985422194004059]]"
메모튀소구마명란바게트작은메아리성심당순 크림빵오징어먹물방망이,"[['어이없음', 0.43138545751571655], ['없음', 0.9084786772727966]]"
샌드위치 당일순수롤 명란바게트 소금빵 작은메아리 필수,"[['환영/호의', 0.4095454514026642], ['기대감', 0.730384111404419], ['없음', 0.8287416696548462], ['즐거움/신남', 0.5806783437728882], ['기쁨', 0.4048856794834137]]"
빵 기다린다면서 길막하는 사람들빵 침튀기며 말하는 사람들이런들 어떻고 저런들 어떻습니까이곳은 대전의 성지입니다,"[['불평/불만', 0.7632782459259033], ['화남/분노', 0.7689018249511719], ['기대감', 0.4453165531158447], ['짜증', 0.8093175292015076], ['어이없음', 0.5617069005966187]]"
빵 저렴하고 너무 맛있고 다 좋은데요 돈도 많이 벌으셨을텐데 매장 확장을 하심이 동선도 없고 막무가내로 사람들 집어 넣어서 아수라장이 따로 없어요 겨울이라 다들 옷도 풍성해서 옷에 크림 빵가루 다 묻고요 남들이 쟁반으로 다 치고 다니고 쟁반을 머리위로 이고 다니는 풍경입니다 대전은 성심당일 정도로 유명한 빵집에서 어수선한 풍경을 보게될줄 몰랐어요 개선을 하셔야 하지 않을까요,"[['불평/불만', 0.9925763607025146], ['화남/분노', 0.8919098377227783], ['안타까움/실망', 0.9619857668876648], ['의심/불신', 0.4061262011528015], ['짜증', 0.9709591269493103], ['어이없음', 0.8721884489059448], ['당황/난처', 0.9130275845527649]]"
사람많고복잡계산대직원은무표정,"[['불평/불만', 0.6671772003173828], ['안타까움/실망', 0.49035415053367615], ['짜증', 0.696419894695282], ['어이없음', 0.4194674789905548], ['없음', 0.562201738357544], ['귀찮음', 0.618375837802887], ['힘듦/지침', 0.5038563013076782], ['당황/난처', 0.5566117167472839], ['부담/안_내킴', 0.46840986609458923]]"
말해뭐합니까,"[['불평/불만', 0.6242291331291199], ['지긋지긋', 0.5737105011940002], ['안타까움/실망', 0.595166027545929], ['한심함', 0.579257607460022], ['짜증', 0.7153480648994446], ['어이없음', 0.6204527616500854], ['힘듦/지침', 0.46540796756744385]]"
한국전쟁 흥남 철수때 내려와 우연히 대전에 정착밀가루 포대를 찐빵으로 만들어 팔던 성심당년 화재로 모든 걸 잃었어도 멋지게 영화처럼 재기한 대전과 대한민국의 자랑스런 베이커리착하게 나누며 살겠단 일념으로 성장해 지금까지 직원 여명을 거느릴 정도로 커졌어도 기본가치의 변화가 없는 훌륭한 기업이 정도 품질의 가격이면 정말 매우 매우 칭찬함서울빵값은 순 사기,"[['불평/불만', 0.4829293191432953], ['환영/호의', 0.6546692252159119], ['감동/감탄', 0.873438835144043], ['존경', 0.7909647822380066], ['기대감', 0.6586413979530334], ['안심/신뢰', 0.7200008034706116]]"
사람이 너무 많지만 맛도 그만큼 있으니 좋아요,"[['환영/호의', 0.49576491117477417], ['감동/감탄', 0.7607982158660889], ['고마움', 0.5886668562889099], ['기대감', 0.5690017938613892], ['뿌듯함', 0.5879071950912476], ['편안/쾌적', 0.636570930480957], ['즐거움/신남', 0.9092758297920227], ['행복', 0.860257089138031], ['기쁨', 0.9383350014686584], ['안심/신뢰', 0.5770097970962524]]"
슈니발렌이 유명할 성심당에서 사서 먹었던 걸 이후로 대전에 살면서 항상 성심당과 좋은 추억이 있었네요 이제는 대전을 넘어 전국적으로 사랑 받는 기업으로 성장해 대전사람으로서 자부심을 느낍니다,"[['환영/호의', 0.8901106119155884], ['감동/감탄', 0.9571555852890015], ['고마움', 0.8878761529922485], ['존경', 0.5359218716621399], ['기대감', 0.8146259784698486], ['뿌듯함', 0.6915942430496216], ['편안/쾌적', 0.5667089819908142], ['아껴주는', 0.7258850932121277], ['즐거움/신남', 0.8155060410499573], ['행복', 0.9301213026046753], ['기쁨', 0.9540536999702454], ['안심/신뢰', 0.8638254404067993]]"
대전하면 성심당,"[['환영/호의', 0.5772110819816589], ['기대감', 0.7203257083892822], ['신기함/관심', 0.6335549354553223], ['없음', 0.8741415143013], ['즐거움/신남', 0.4491243362426758]]"
시 정도에 오면 이정도의 웨이팅을 경험 가능함 맛은 그냥 빵임 큰 기대를 하지는 않길 바람 튀소도 한번 먹어볼만한 정도의 맛일 뿐,"[['불평/불만', 0.8419092893600464], ['안타까움/실망', 0.9147435426712036], ['귀찮음', 0.4027429521083832], ['부담/안_내킴', 0.46988317370414734], ['재미없음', 0.6063615083694458]]"
기록용존맛작은메아리 소금크루아상평범소금빵 바삭한 소금빵은 아니고 쫄깃튀김주먹밥 그런거였는데 김치들어간거있다고 들었는데 그걸 못먹으뮤토요빵 고로케들,"[['불평/불만', 0.7717577219009399], ['안타까움/실망', 0.880875825881958], ['신기함/관심', 0.42210161685943604], ['어이없음', 0.5995117425918579], ['없음', 0.41689401865005493], ['깨달음', 0.48367491364479065], ['당황/난처', 0.6713831424713135]]"
빵순이천국,"[['우쭐댐/무시함', 0.4977928400039673], ['한심함', 0.4185033440589905], ['짜증', 0.4418433904647827], ['어이없음', 0.5448919534683228], ['없음', 0.46584200859069824], ['즐거움/신남', 0.76524418592453], ['기쁨', 0.4400908946990967]]"
빵 싼건 알겠는데 인간적으로 매장 내 인원 제한 하고 동선 정리 해야할듯,"[['불평/불만', 0.9690291285514832], ['화남/분노', 0.6791526079177856], ['안타까움/실망', 0.8432971239089966], ['짜증', 0.9537878632545471], ['어이없음', 0.8187777996063232], ['당황/난처', 0.6289336085319519]]"
명란바게트 먹고 싶을 서울에서 대전까지 감 마늘바게트도 좋아하는데 대형 빵집은 마늘꿀 양이 서운할 정도로 발려져 있는데 성심당은 마늘꿀에 바게트가 푹 절여져 있음 재료를 아끼지 않는 점이 맛의 비결 같음바게트가 바삭 쫄깃한게 맛있어서 바게트를 베이스를 하는 빵 종류는 맛있음갓 나온 소금빵의 풍미는 최상이라 체면을 무시하고 계산하자마자 입속에 밀어넣게 됨온누리 상품권은 본점에서만 사용 가능하고 온누리상품권 사용하면 할인효과도 있음,"[['환영/호의', 0.7685511708259583], ['감동/감탄', 0.9594249129295349], ['기대감', 0.8458527326583862], ['뿌듯함', 0.7002856731414795], ['편안/쾌적', 0.44453272223472595], ['신기함/관심', 0.6932470798492432], ['즐거움/신남', 0.8871238827705383], ['깨달음', 0.5204572677612305], ['행복', 0.7162312865257263], ['기쁨', 0.8812528252601624], ['안심/신뢰', 0.7635753154754639]]"
토요일 주말에 가니까 줄을 분 섰지만 주변이 번화가 좁은 골목이라 사람에 채이고 정신없지만 기빨리지만 가성비에 차가워져도 맛있는빵 성심당이니까 용서된다 아쉬운건 명란바게트가 품절이라 못샀음,"[['환영/호의', 0.6010321378707886], ['감동/감탄', 0.4984714090824127], ['기대감', 0.6830336451530457], ['안타까움/실망', 0.8803519606590271], ['편안/쾌적', 0.4343208372592926], ['아껴주는', 0.46730974316596985], ['기쁨', 0.5326901078224182], ['안심/신뢰', 0.682912290096283]]"
소문난 잔치집에 먹을거리 최고 많은 찐 맛집 명란바게트 부추빵 빅매치,"[['환영/호의', 0.7335078120231628], ['감동/감탄', 0.8385162353515625], ['기대감', 0.8565990924835205], ['뿌듯함', 0.44576483964920044], ['신기함/관심', 0.6765390634536743], ['즐거움/신남', 0.8591206669807434], ['행복', 0.4306522607803345], ['기쁨', 0.6191188097000122]]"
저의 최애 빵집 성심당때문에 대전 살고싶어요튀김소보로와 튀긴빵류는 맛있고도넛 사라다빵등옛날 빵들은 다 맛있어요거의 프로정도 메뉴섭렵했는데나머지 빵들은 취향이 아닐뿐 맛이 없는건 아니에요생크림케익 끝내줍니다 일본에서 먹은 생크림만큼 풍미가 좋아요 우유맛,"[['환영/호의', 0.7906841039657593], ['감동/감탄', 0.9425705075263977], ['고마움', 0.6483026146888733], ['기대감', 0.8237069249153137], ['뿌듯함', 0.731795608997345], ['편안/쾌적', 0.6587693095207214], ['신기함/관심', 0.46820175647735596], ['즐거움/신남', 0.8995770215988159], ['행복', 0.8040671348571777], ['기쁨', 0.9439824819564819], ['안심/신뢰', 0.8748036026954651]]"
대전 살땐 몰랐더랬죠 성심당의 소중함을 오랜만에 내려온김에 지인들 먹일 것까지 사가여서울에 비해 확실히 저렴해서 넘 조아여근데 시에 갔는데 평일인데도 야끼소바빵이랑 명란바게트 품절 됨 다행히 기차역에 명란바게트 있어서 구매했는데 줜맛임 진짜,"[['환영/호의', 0.5669991970062256], ['감동/감탄', 0.9465259313583374], ['고마움', 0.798072338104248], ['기대감', 0.44662198424339294], ['뿌듯함', 0.7231689691543579], ['편안/쾌적', 0.5880306959152222], ['즐거움/신남', 0.9573070406913757], ['행복', 0.9398840665817261], ['기쁨', 0.9824497699737549], ['안심/신뢰', 0.7373550534248352]]"
대전의 자랑 대전의 명물,"[['환영/호의', 0.8495005369186401], ['감동/감탄', 0.8621788620948792], ['고마움', 0.5193297266960144], ['존경', 0.5977460741996765], ['기대감', 0.7680419087409973], ['뿌듯함', 0.7184235453605652], ['아껴주는', 0.731463611125946], ['즐거움/신남', 0.7879137992858887], ['행복', 0.7590731978416443], ['기쁨', 0.8023437857627869], ['안심/신뢰', 0.7460885643959045]]"
맛은있는데 줄이 너무길어요,"[['불평/불만', 0.9482337832450867], ['안타까움/실망', 0.9717237949371338], ['짜증', 0.5758112072944641], ['어이없음', 0.4638405442237854], ['당황/난처', 0.8041132688522339]]"
대한민국 최고의 빵집,"[['환영/호의', 0.8899803161621094], ['감동/감탄', 0.9537047743797302], ['고마움', 0.7120065689086914], ['존경', 0.6419709324836731], ['기대감', 0.8117114901542664], ['뿌듯함', 0.6942502856254578], ['편안/쾌적', 0.40777838230133057], ['신기함/관심', 0.45319271087646484], ['아껴주는', 0.6126498579978943], ['즐거움/신남', 0.8015866875648499], ['행복', 0.8113856315612793], ['기쁨', 0.8836576342582703], ['안심/신뢰', 0.8183719515800476]]"
대전의 자랑 성심당 줄서기 귀찮다면 오픈런 하는게 낫고 줄 선다 해도 생각보다 빨리 빠집니다 맛있고 다양한 빵들 대전 올때마다 늘 들립니다,"[['환영/호의', 0.7870524525642395], ['감동/감탄', 0.6381678581237793], ['고마움', 0.4204695522785187], ['기대감', 0.8180714249610901], ['뿌듯함', 0.7582463026046753], ['편안/쾌적', 0.7181798815727234], ['신기함/관심', 0.4681268334388733], ['아껴주는', 0.4248144030570984], ['즐거움/신남', 0.6936683654785156], ['깨달음', 0.4900118112564087], ['행복', 0.5327572822570801], ['기쁨', 0.7762534618377686], ['안심/신뢰', 0.9229139089584351]]"
오전부터 대기줄이 깁니다대전에 왔다면 가볼만합니다 성심당때문에 대전에 오는것은 오버인거 같아요,"[['불평/불만', 0.8670135736465454], ['안타까움/실망', 0.9450265169143677], ['의심/불신', 0.4790036082267761], ['짜증', 0.4854678213596344], ['어이없음', 0.4047514498233795], ['당황/난처', 0.8587228655815125], ['부담/안_내킴', 0.5560094714164734], ['불안/걱정', 0.6315423846244812]]"
너무맛있는성싱당입니다,"[['환영/호의', 0.7569140195846558], ['감동/감탄', 0.926586925983429], ['고마움', 0.7275570034980774], ['기대감', 0.591576099395752], ['뿌듯함', 0.6466825604438782], ['편안/쾌적', 0.5222187638282776], ['즐거움/신남', 0.9512720704078674], ['행복', 0.9242874383926392], ['기쁨', 0.9764454960823059], ['안심/신뢰', 0.6877553462982178]]"
내부가 빵 고르기 너무 힘들고맛은 보통이고 가성비가 좋음김치찹쌀주먹밥이 제일 맛 있음 튀소는 느끼케익부띠끄는 더 한산하고 퀄리티 좋고 가성비가 더 좋음제과 아닌 빵만 사려고 멀리서 가는 건 비추성심당 가지말고 우리들공원 주차장에 가서 주차하고 걸어가는 거 추천부띠끄는 주차권 물어보나 본점은 물어보지 않음,"[['불평/불만', 0.7309385538101196], ['환영/호의', 0.48127859830856323], ['기대감', 0.6479423642158508], ['안타까움/실망', 0.7018731236457825], ['없음', 0.5426365733146667], ['깨달음', 0.4825993776321411], ['안심/신뢰', 0.6439661979675293]]"
오늘 휴무래요,"[['기대감', 0.715601921081543], ['없음', 0.6658903956413269]]"
튀김소보로 말고 다른빵도 진짜 맛있으니까 다른빵 제발 도전해주세요,"[['환영/호의', 0.5617522597312927], ['기대감', 0.9490327835083008], ['안타까움/실망', 0.495111346244812]]"
역시 맛있고 그냥 미쳤습니다 가성비가 좋아요전 빵 안 좋아하는데 첨으로 빵 맛있다 싶었어오이것때문에 대전 다시 갈 의향 있습니다줄이 굉장히 길었는데 생각보다 빠르게 줄어들었어요 두시간 걸릴 줄 알았는데 분 기다리고 들어갔습니다꼭꼭 가세요굳이 굳이 아쉬운 거 뽑자면안에 사람이 너무 많아서 정신이 하나도 없고 직원분들이 힘들어보여요 물어봐도 친절하시진 않았습니다 근데 이해될 정도로 바빠보이셨어요,"[['환영/호의', 0.702509343624115], ['감동/감탄', 0.913437008857727], ['고마움', 0.8785067796707153], ['기대감', 0.7160065770149231], ['뿌듯함', 0.7301771640777588], ['편안/쾌적', 0.685133695602417], ['즐거움/신남', 0.8191345930099487], ['행복', 0.7811099290847778], ['기쁨', 0.9448941946029663], ['안심/신뢰', 0.9243486523628235]]"
가성비 최고인데 맛도 탑임자주 방문함 사람이 많아서 웨이팅이 많은게 최대 단점,"[['환영/호의', 0.6844002604484558], ['감동/감탄', 0.6262850165367126], ['기대감', 0.7637937664985657], ['안타까움/실망', 0.7118526697158813], ['뿌듯함', 0.428587943315506], ['편안/쾌적', 0.46504727005958557], ['신기함/관심', 0.44956308603286743], ['즐거움/신남', 0.4831928014755249], ['깨달음', 0.43160542845726013], ['기쁨', 0.5565003752708435], ['안심/신뢰', 0.7451657652854919]]"
가격도 좋고 맛도 좋고 대전의 자랑입니다사장님 마인드도 너무 좋으시고 좋은 일이 많이하는 기업이니 더 흥하세요 오늘 반미 바게트 첨 먹었는데 안에 마요네즈 같은 소스가 발라져있음 더 부드럽게 먹을 수 있지 않나싶네요 전 소금크로와상도 넘 맛나요 분들도 드셔보세요,"[['환영/호의', 0.9161702990531921], ['감동/감탄', 0.9680221676826477], ['고마움', 0.8417176604270935], ['존경', 0.50931715965271], ['기대감', 0.8712266683578491], ['뿌듯함', 0.6112432479858398], ['편안/쾌적', 0.4264557957649231], ['신기함/관심', 0.5833340287208557], ['아껴주는', 0.49839678406715393], ['즐거움/신남', 0.7904778718948364], ['행복', 0.7745323181152344], ['기쁨', 0.9296164512634277], ['안심/신뢰', 0.8994593620300293]]"
성심당성심당 하는지 알겠는 맛,"[['우쭐댐/무시함', 0.5864959359169006], ['안타까움/실망', 0.5795858502388], ['신기함/관심', 0.40292054414749146], ['한심함', 0.5269041061401367], ['어이없음', 0.45350009202957153], ['없음', 0.6417421698570251], ['깨달음', 0.7172837257385254]]"
대한민국 최고의 빵집,"[['환영/호의', 0.8899803161621094], ['감동/감탄', 0.9537047743797302], ['고마움', 0.7120065689086914], ['존경', 0.6419709324836731], ['기대감', 0.8117114901542664], ['뿌듯함', 0.6942502856254578], ['편안/쾌적', 0.40777838230133057], ['신기함/관심', 0.45319271087646484], ['아껴주는', 0.6126498579978943], ['즐거움/신남', 0.8015866875648499], ['행복', 0.8113856315612793], ['기쁨', 0.8836576342582703], ['안심/신뢰', 0.8183719515800476]]"
대단한 가성비맛있어요또 갈래요 성심당,"[['환영/호의', 0.8166238069534302], ['감동/감탄', 0.9315808415412903], ['고마움', 0.4742104709148407], ['기대감', 0.8883411288261414], ['뿌듯함', 0.48766887187957764], ['신기함/관심', 0.6571557521820068], ['즐거움/신남', 0.9207898378372192], ['행복', 0.7268801331520081], ['기쁨', 0.9209815263748169], ['안심/신뢰', 0.6618992686271667]]"
개인적으로 단빵보다 식사빵 추천합니다 사람이 너무 많아 이른 아침 외에는 들어가기 어렵다는 점이 아쉬워요,"[['불평/불만', 0.41021379828453064], ['기대감', 0.4577350318431854], ['안타까움/실망', 0.9443767666816711]]"
진짜 최고의 빵집꼭 사와야 하는 메뉴 소금빵 튀소 작은메아리두개 세개 사세요 순수롤 월넛브레드특히 작은메아리는 에프에 살짝 돌려먹으면 환상의 맛입니다 성심당때문에 대전으로 이사가고싶어요주차장도 여러군데 있어서 좋았어요,"[['환영/호의', 0.7064113616943359], ['감동/감탄', 0.9400855302810669], ['고마움', 0.561016857624054], ['기대감', 0.7419633269309998], ['뿌듯함', 0.6547295451164246], ['편안/쾌적', 0.5010049939155579], ['즐거움/신남', 0.9678304195404053], ['행복', 0.9290130734443665], ['기쁨', 0.9723274111747742], ['안심/신뢰', 0.5996748208999634]]"
크 역시 가성비 대전 최고 빵집사람이 너무 많아 붐비는 건 감수하고가셔야할 듯 합니당,"[['환영/호의', 0.8337231278419495], ['감동/감탄', 0.8366824984550476], ['고마움', 0.5434615015983582], ['기대감', 0.8513360023498535], ['뿌듯함', 0.7195277214050293], ['편안/쾌적', 0.5264758467674255], ['신기함/관심', 0.6544853448867798], ['즐거움/신남', 0.824466347694397], ['행복', 0.4943529963493347], ['기쁨', 0.8330519199371338], ['안심/신뢰', 0.8922290205955505]]"
대 혜자 베이커리,"[['환영/호의', 0.5812681913375854], ['감동/감탄', 0.8494667410850525], ['기대감', 0.6599097847938538], ['뿌듯함', 0.6506471037864685], ['신기함/관심', 0.4825470745563507], ['즐거움/신남', 0.8745812177658081], ['행복', 0.5691671967506409], ['기쁨', 0.770167887210846], ['안심/신뢰', 0.5854024887084961]]"
덕분에 맛있고 저렴한 빵을 먹어요,"[['감동/감탄', 0.6944329738616943], ['고마움', 0.8549388647079468], ['뿌듯함', 0.5128264427185059], ['편안/쾌적', 0.4471120834350586], ['즐거움/신남', 0.8723331689834595], ['행복', 0.8877106308937073], ['기쁨', 0.9573572278022766], ['안심/신뢰', 0.5484694838523865]]"
다들 잘모르지만 식사빵맛집이에요 치아바타 미친존맛임 개살걸,"[['환영/호의', 0.4953473210334778], ['감동/감탄', 0.8775001168251038], ['기대감', 0.7535440921783447], ['신기함/관심', 0.8459222316741943], ['즐거움/신남', 0.9483763575553894], ['놀람', 0.5731735229492188], ['행복', 0.548313558101654], ['기쁨', 0.8224493265151978]]"
대전의 자랑,"[['환영/호의', 0.7786471843719482], ['감동/감탄', 0.8255442976951599], ['고마움', 0.6980903744697571], ['존경', 0.4193789064884186], ['기대감', 0.5963211059570312], ['뿌듯함', 0.7430117130279541], ['편안/쾌적', 0.5527352094650269], ['아껴주는', 0.7174186110496521], ['즐거움/신남', 0.7942320108413696], ['행복', 0.8640519976615906], ['기쁨', 0.885050892829895], ['안심/신뢰', 0.7802167534828186]]"
