date,score,review
2023.11.06.,5.0,
2023.11.06.,5.0,대전하면 성심당
2023.11.05.,5.0,12시 정도에 오면 이정도의 웨이팅을 경험 가능함. 맛은 그냥 빵임. 큰 기대를 하지는 않길 바람. 튀소도 한번 먹어볼만한 정도의 맛일 뿐.
2023.11.05.,5.0,"(기록용)존맛작은메아리, 소금크루아상평범소금빵( 바삭한 소금빵은 아니고 쫄깃)튀김주먹밥(? 그런거였는데 김치들어간거있다고 들었는데 그걸 못먹으뮤)토요빵, 고로케들"
2023.11.04.,5.0,빵순이천국
2023.11.03.,1.0,빵 싼건 알겠는데.. 인간적으로.. 매장 내 인원 제한 좀 하고 동선 정리 좀 해야할듯..
2023.11.02.,5.0,명란바게트 먹고 싶을 때 서울에서 대전까지 감. 마늘바게트도 좋아하는데 P사 T사 등 대형 빵집은 마늘꿀 양이 서운할 정도로 발려져 있는데 성심당은 마늘꿀에 바게트가 푹 절여져 있음. 재료를 아끼지 않는 점이 맛의 비결 같음.바게트가 바삭 쫄깃한게 맛있어서 바게트를 베이스를 하는 빵 종류는 모두 맛있음.갓 나온 소금빵의 풍미는 최상이라 체면을 무시하고 계산하자마자 입속에 밀어넣게 됨.온누리 등 상품권은 본점에서만 사용 가능하고 온누리상품권 사용하면 할인효과도 있음.
2023.11.02.,3.0,
2023.11.01.,4.0,"The cakes are plentiful and constantly filled. Many tourists buy it as a gift, I think there are 11 bags of SungSimDang for every 10 people. Friendly and enthusiastic staff. Cakes should be eaten immediately to feel the taste and softness. Many types of sugar cakes, so if you can't eat sweet, consider when choosing. Chestnut cake full of chestnuts inside. The usual cake is about 2000-3000 won, the cake is larger than 5000-7000 won. There are many kinds of beautiful boxes to buy as gifts. The store is always crowded"
2023.11.01.,5.0,원탑
2023.10.30.,5.0,토요일 주말에 가니까 줄을 30분 섰지만 ㅜ!! 주변이 번화가 좁은 골목이라 사람에 채이고 정신없지만!! 기빨리지만!! 이 가성비에 차가워져도 맛있는빵 성심당이니까 용서된다… 아쉬운건 명란바게트가 품절이라 못샀음 ㅜㅜㅜ
2023.10.30.,5.0,또 방문 했어요~^^ㅎ
2023.10.28.,5.0,소문난 잔치집에 먹을거리 최고 많은 찐 맛집 !!명란바게트 부추빵 빅매치 !!!
2023.10.28.,5.0,저의 최애 빵집 ㅜㅜ 성심당때문에 대전 살고싶어요.튀김소보로와 튀긴빵류는 전부 맛있고(도넛 사라다빵등)옛날 빵들은 다 맛있어요.거의 60프로정도 메뉴섭렵했는데나머지 빵들은 제 취향이 아닐뿐 맛이 없는건 아니에요.생크림케익 끝내줍니다. 일본에서 먹은 생크림만큼 풍미가 좋아요! 우유맛!
2023.10.28.,5.0,
2023.10.27.,5.0,"대전 살땐 몰랐더랬죠,, 성심당의 소중함을 ㅠ오랜만에 내려온김에 지인들 먹일 것까지 사가여🫶🏼서울에 비해 확실히 저렴해서 넘 조아여근데 1시에 갔는데 평일인데도 야끼소바빵이랑 명란바게트 품절 됨ㅠ 다행히 기차역에 명란바게트 있어서 구매했는데 줜맛임 진짜ㅠ"
2023.10.25.,5.0,대전의 자랑!! 대전의 명물!!
2023.10.23.,5.0,맛은있는데 줄이 너무길어요
2023.10.23.,5.0,
2023.10.23.,5.0,대한민국 최고의 빵집
2023.10.22.,5.0,"대전의 자랑 성심당. 줄서기 귀찮다면 오픈런 하는게 낫고, 줄 선다 해도 생각보다 빨리 빠집니다. 맛있고 다양한 빵들. 대전 올때마다 늘 들립니다."
2023.10.21.,5.0,
2023.10.20.,5.0,
2023.10.20.,5.0,
2023.10.20.,5.0,오전부터 대기줄이 깁니다.대전에 왔다면 가볼만합니다. 성심당때문에 대전에 오는것은 좀 오버인거 같아요
2023.10.20.,4.0,
2023.10.20.,5.0,너무맛있는성싱당입니다
2023.10.18.,4.0,
2023.10.18.,4.0,내부가 빵 고르기 너무 힘들고맛은 보통이고 가성비가 좋음..김치찹쌀주먹밥이 제일 맛 있음 튀소는 느끼케익부띠끄는 더 한산하고 퀄리티 좋고 가성비가 더 좋음제과 아닌 빵만 사려고 멀리서 가는 건 비추성심당 쪽으로 가지말고 우리들공원 주차장에 가서 주차하고 걸어가는 거 추천부띠끄는 주차권 물어보나 본점은 물어보지 않음
2023.10.16.,5.0,오늘 휴무래요
2023.10.16.,3.0,
2023.10.16.,5.0,튀김소보로 말고 다른빵도 진짜 맛있으니까 다른빵 제발 도전해주세요
2023.10.14.,5.0,역시 맛있고 그냥 미쳤습니다 가성비가 좋아요전 빵 안 좋아하는데 첨으로 빵 맛있다 ! 싶었어오이것때문에 대전 다시 갈 의향 있습니다줄이 굉장히 길었는데 생각보다 빠르게 줄어들었어요!! 두시간 걸릴 줄 알았는데 30분 기다리고 들어갔습니다꼭꼭 가세요!!‘굳이 굳이 아쉬운 거 뽑자면안에 사람이 너무 많아서 정신이 하나도 없고 직원분들이 힘들어보여요 물어봐도 친절하시진 않았습니다 근데 이해될 정도로 바빠보이셨어요ㅠ
2023.10.14.,5.0,가성비 최고인데 맛도 탑임.자주 방문함 ㅎㅎ 사람이 많아서 웨이팅이 많은게 최대 단점ㅠㅠ
2023.10.13.,5.0,
2023.10.13.,5.0,가격도 좋고 맛도 좋고 대전의 자랑입니다.사장님 마인드도 너무 좋으시고 좋은 일이 많이하는 기업이니 더 흥하세요. 오늘 반미 바게트 첨 먹었는데 안에 마요네즈 같은 소스가 발라져있음 더 부드럽게 먹을 수 있지 않나싶네요. 전 소금크로와상도 넘 맛나요. 다른 분들도 드셔보세요.
2023.10.13.,5.0,왜 성심당성심당 하는지 알겠는 맛
2023.10.12.,5.0,대한민국 최고의 빵집🥖🍞🥐🥨🧁🎂👨🏻‍🍳
2023.10.12.,5.0,대단한 가성비맛있어요또 갈래요 성심당
2023.10.11.,4.0,개인적으로 단빵보다 식사빵 추천합니다. 사람이 너무 많아 이른 아침 외에는 들어가기 어렵다는 점이 아쉬워요^^;;
2023.10.09.,5.0,"진짜 최고의 빵집,,🥰꼭 사와야 하는 메뉴 : 소금빵 튀소 작은메아리(두개 아니 세개 사세요!!!) 순수롤 월넛브레드특히 작은메아리는 에프에 살짝 돌려먹으면 환상의 맛입니다 성심당때문에 대전으로 이사가고싶어요ㅠㅠ주차장도 여러군데 있어서 좋았어요"
2023.10.09.,5.0,
2023.10.08.,5.0,크 역시 가성비 대전 최고 빵집..사람이 너무 많아 붐비는 건 감수하고가셔야할 듯 합니당
2023.10.07.,5.0,대 혜자 베이커리!
2023.10.07.,5.0,덕분에 맛있고 저렴한 빵을 매번 먹어요
2023.10.06.,5.0,다들 잘모르지만 여기 식사빵맛집이에요. 치아바타 미친존맛임... 5개살걸....
2023.10.04.,5.0,대전의 자랑
2023.10.02.,4.0,2023. 07. 28.김치찹쌀주먹밥 맛있어요 먹어주세요+2022. 01. 11.시장 그 이상의 복잡함 하지만 잠봉뵈르 맛있었어요
2023.10.02.,5.0,줄이 길지만 그만큼 빨리 빠졌어요! 30분 기다림!여기 소금빵 미쳤음...🥹 소금빵 + 브리치즈 샌드위치 무조건 사세요 🥹잠봉뵈르는 그냥 그런데 브리치즈가 빵도 맛있고 상큼달콤해서 진짜존맛
2023.10.01.,5.0,줄 엄청 길어도 30분이면들어갑니다 금방빠져요 맛도좋고 체고
2023.10.01.,5.0,맛나여
2023.10.01.,5.0,여기저기 소금빵 먹어봤지만 여기가 존맛탱소금빵 못사서 너무 속상하네여..전체적으로 빵이 다 맛있네여ㅠㅠ
2023.10.01.,5.0,맛있고 가격도 합리적임
2023.09.30.,3.0,
2023.09.30.,5.0,맛 있고 친절하고 가격도 저렴 합니다
2023.09.30.,5.0,평생을 “빵 맛이 거기서 거기지“라고 말하고 다녔는데 처음으로 아니구나 느끼게 만들어 준 집. 최고의 맛집.
2023.09.29.,5.0,
2023.09.28.,5.0,
2023.09.28.,5.0,
2023.09.28.,4.0,가격이 미쳤어요! 맛도 미쳤어요
2023.09.27.,5.0,
2023.09.27.,5.0,빵 왕마니 샀는데 얼마 안해서 깜짝 놀랐어용🙊 또 가격이 싸다고 맛이 떨어지는 것도 아니구용!! 역시 성심당♡ 당장 먹고싶은데 위에 자리가 없어서 비오는 날 길빵이라도 해야하나 하는 찰나 직원분이 친절하게 바로 앞 성심문화원?을 추천해주셨고 분위기 좋은 곳에서 아아와 함께 편안~하게 빵 6개 해치웠네용 추천해주신 직원분께 감사🙇‍♀️❤
2023.09.26.,5.0,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
2023.09.26.,5.0,가격도 가격인데 너무너무맛있어요
2023.09.26.,4.0,웨이팅만 없으면 최고의 맛집빵도 좋지만 2층 식당이 생각보다 가성비가 좋다
2023.09.25.,5.0,
2023.09.24.,5.0,왜 유명한지 알겠습니다! 빵들이 다 맛있었어요!오전에 사서 저녁에 먹었는데 다 촉촉했고 브리치즈샌드위치 맛있었어요!일요일 오전 10시쯤 갔는데 웨이팅 15명 정도 있었고 5분도 안되서 가게 입장했어요.주차는 근처 현대주차장 이용했습니다!
2023.09.24.,5.0,"다른 일로 갔는데 가까운 곳에 본점있길래 대전왔으면 성심당 본점을 가야지하고 갔습니다. 아침 시간을 지나면 사람이 진짜진짜 많아지는게 단점이라면 단점인데 빵들이 단맛만 있는게 아니라 제각기 다 간이 정확해서 담백한 맛인듯 하면서도 아주 맛있었어요. 이래서 성심당성심당 하나 싶었고…미추어버린 서울빵값에 비하면 가격도 괜찮아서 얇은 지갑이지만 빵을 몇 개 더 집어올 수 있었던 것도 꽤 기뻤습니다. 옆에 식당에서 빙수먹고 식사도 했었는데 꽤나 전통적인 맛을 맛있게 잘 재현하고 있고 제 입에는 아주 잘 맞았지만, 자극적인 입맛인 분들에게는 그저그럴 수 있으니 빵을 더 사시는걸 추천드립니다."
2023.09.23.,5.0,사람이 엄청 많긴한데 빵은 맛있어요
2023.09.23.,4.0,
2023.09.23.,5.0,성지순례
2023.09.22.,5.0,전국 빵집 다 발라버리는 ㅎㄷㄷ한 빵집...대전 이외 출점하지 않는 원칙으로가치를 더하고...노잼도시 대전을 성심당 보유도시로 만든 undisputed 빵집
2023.09.22.,5.0,
2023.09.21.,5.0,
2023.09.21.,5.0,
2023.09.20.,5.0,대전의 자랑. 아니성심당시 대전구의 자랑
2023.09.20.,5.0,가성비가 좋아요 !! 쟁반가득 담았는데 2만원도 안나옴..  전국 체인 안될가요...? 아몬드 크로와상 내가 먹어본 크로와상중에 제일 맛있다 겉은 바삭하고 다른데는 보통 속에 아무것도 없는데 여긴 슈크림같은 게 있어서 부드럽고 바삭하고 다한다! 이거만 쟁여오고싶음•••🥺💓
2023.09.19.,5.0,
2023.09.18.,5.0,대전 오면 항상 들르는 곳. 대전분들 부럽습니다ㅠ 튀소 말고도 맛있는 빵들이 많아요. 요즘은 작은메아리가 인기가 많은지 좀 늦게갔더니 품절됐더군요 보통은 여행 마지막에 들르는것 같지만 인기있는 빵을 사려면 일찍 가시는게 좋을것 같네요
2023.09.17.,5.0,
2023.09.16.,5.0,주차가능   품질에 비해 가성비 갑 입니다너무 많은 사람들로 구매하기가 조금 불편하지만 그래도 기다리고 사는 재미도쏠쏠하네요
2023.09.16.,4.0,
2023.09.16.,4.0,튀소 바로먹으니 겁나 맛있어서 뒤집어짐💛😁근데 사과랑 양상추 들어간 바게뜨샌드위치는....맛 너무 이상했어요 ㅜㅜ 뭔맛이지?띠옹하는...ㅋㅋ걍 유명한빵 고르는게 젤인것 같아요ㅋㅋ
2023.09.15.,5.0,운좋게 안 기달리고 바로들어왔어요 너무 맛있어요
2023.09.15.,5.0,하 추석때 원하는 빵 사서 내려갔다 올 수 있길 ㅠㅠㅠㅠㅠㅠㅠ
2023.09.14.,5.0,맛 가성비 모두 잡은 빵집전주에서 아주 멀지 않아서 가끔 가볼만할듯주차는 답이 없다;;
2023.09.14.,4.0,
2023.09.14.,5.0,
2023.09.13.,5.0,짱
2023.09.12.,3.0,
2023.09.12.,4.0,가성비 좋아요^^
2023.09.12.,5.0,바게트 샌드위치 존맛탱...❤️‍🔥
2023.09.12.,4.0,성심당은 성심당~
2023.09.12.,5.0,갈 때마다 기본 1시간 웨이팅이지만 그럴만한 가치가 있는 맛입니다. 특히 케이크가 정말 맛있고 빵은 샌드위치 종류 강추합니다
2023.09.11.,4.0,진짜 다 좋은데 줄 관리가 잘 안 됩니다..ㅜㅜ 내부가 너무 혼잡해요 정해진 루트가 확실하지 않은 느낌 때문에 가로지르려는 사람도 많았어요
2023.09.11.,5.0,명란바게트 사과어쩌구샌드위치 퀸아망 뭔방망이 빅매치 하얀거 다 맛있었다 (토요빵은 좀..~대전 사람들 좋겠다명란이 진173728짜 맛있다 사랑해
2023.09.10.,5.0,
2023.09.09.,5.0,
2023.09.09.,5.0,케이크가 짱입니다..!
2023.09.08.,5.0,
2023.09.08.,5.0,
2023.09.07.,5.0,빵은 사실... 그냥 그랬는데요케이크 미쳐요케이크 찐입니다
2023.09.07.,3.0,뭔.. 줄선거때문에 통행하기 개불편함. 좀 답답함
2023.09.07.,5.0,성심당=대전
2023.09.05.,5.0,대전의 심장. 가을에는 탑셰프의 리얼 몽블랑
2023.09.04.,5.0,
2023.09.03.,5.0,명란바게트와 튀김소보로 내 인생빵근데 이거 두개 외에는 아직 맛난 걸 찾지 못함그치만 이거 두개만으로도 계속해서 방문할 가치 충분
2023.09.03.,5.0,
2023.09.03.,5.0,설명이 필요한가? 유일한 단점은 사람이 진짜 조올라 많다는 것이다. 아침 일찍 방문을 추천.
2023.09.02.,5.0,
2023.09.01.,5.0,
2023.09.01.,5.0,맛있고 저렴하고 최고
2023.09.01.,4.0,너무 사람이 많고 유명세로 예전에 맛있던 채소빵 등을 더이상 볼수없어 아쉬움이 남습니다.
2023.08.30.,5.0,
2023.08.30.,5.0,짱맛 🤤소금빵 보문산메아리 또 먹구싶다 . . . T.T
2023.08.29.,5.0,와우.
2023.08.29.,5.0,
2023.08.29.,5.0,
2023.08.29.,5.0,이렇게 맛있는데 가격도 착할수 있다니..대전 갈 때마다 들러요.작은 메아리는 정말 완벽합니다👍
2023.08.29.,5.0,
2023.08.28.,5.0,
2023.08.28.,5.0,성심당은 대전의 자랑 아니겠어요? ㅎㅎ 튀소도 맛있지만 다른 맛있는 빵도 정말 많아용 팥빙수도 최고최고
2023.08.28.,5.0,
2023.08.27.,5.0,"굳이 별점 선택지가 필요한 곳일까요? 여기 빵 맛있는거 모르는 사람 없을 것 같은데. 사람 너무 많아 분위기는 도떼기 시장 같지만, 맛은 확실합니다. 입맛이 하도 까다로워 아무거나 드시지 않는 저희 어머니 혀를 만족시킨 맛."
2023.08.27.,4.0,"땡볕에서 한 30분은 기다린거 같음..대전인이 ""아마 주말이니 기다릴거다""라는 말을 듣고 가긴했는데 이정도일줄 몰랐지 ㅜㅜ 매장안은 더 혼돈의 카오스긴 했는데 그래도 먹고가는 곳은 아니라서 빨리 빠졌다... 빵이 비싼편도 아니고 실속있어서 성심당 빵사러 또 대전올거같음. 하지만 본점말고..다른 지점으로 갈거같다...."
2023.08.27.,3.0,알바생들 교육이 제대로 안되어있어 계산도 제대로안되어있음. 먹물빵빼고 다 맛별로.
2023.08.24.,5.0,부추빵 맛있어요~~~~^^
2023.08.24.,5.0,
2023.08.24.,3.0,엄청 맛있어서 눈 뒤집어질 정도는 아니었고 줄서서 먹을 정도도 아니었고... 맛도 그냥 빵맛임...빵 케이크 다 먹어봄... 줄 서서 먹을 정도 아니고 그냥 빵 맛... 케이크 맛...
2023.08.23.,5.0,성심당은 그냥 갓
2023.08.22.,4.0,본점 맞은편에 있는 성심당이하는 빙수집 옛맛솜씨를 꼭 가세요 성심당은 빵맛집이 아니고 팥 맛집입니다 송직히 빵 자체는 별 세개 인데 팥은 별 다섯개가 맞아요!
2023.08.22.,5.0,소금빵 존마아잇탱입미돠
2023.08.22.,5.0,항상 맛있습니다!!
2023.08.22.,5.0,성심당은 빵집 중 최고봉~
2023.08.21.,5.0,"엄청 맛있는 건 아니지만 가성비 좋고 다 평균이상!먹어본 빵 위주로 추천해드려요😋1. 명란바게뜨2. 후렌치파이3. 토요빵4. 김치찹쌀주먹밥5. 순수롤6. 샌드위치류7. 빅매치튀소는 산다면 고구마 튀소 추천, 소금빵도 저렴해요메아리도 맛있긴한데 제 입맛엔 넘 달았어요"
2023.08.21.,5.0,딱히 자주 가진 않지만 한 번 가면 왕창 사오는 곳
2023.08.20.,5.0,사람 많음
2023.08.20.,4.0,
2023.08.19.,5.0,
2023.08.19.,5.0,롯데백화점 보다 본점이 종류가 적네요. 하지만 내용물이 더 들었다는 말도 많고 빵이 정말 빠르게 채워지더군요.. 좋습니다.
2023.08.19.,5.0,
2023.08.19.,5.0,
2023.08.19.,5.0,말해뭐해.다 맛있다
2023.08.19.,5.0,고로케랑 소시지빵은 진짜 맛있었음
2023.08.18.,5.0,
2023.08.18.,5.0,좋아요 다음에 또 가고 싶어요
2023.08.18.,5.0,⭐️⭐️⭐️⭐️⭐️🚗 주차는 성심당문화원이 제일 가까움.💵 중간📝 보문산메아리가 내 마음속 1등. 그리고 작은메아리도 좋고 소금빵도 진짜 맛있음. 가격도 정말 착하고 양도 많고 거기다가 빵 퀄리티가 미쳤음. 한 번 먹고나면 다른 빵집 가고싶지 않아짐ㅋㅋ 샌드위치도 굉장히 맛있고 양이 많으니 꼭 사보시길
2023.08.17.,5.0,대기 없이 사서 먹어보니 줄 없으면 먹을 만 한 빵집이에요. 몇 시간 동안 기다려서 살 빵집은 아닌거같아요. 막 궁금해하고 그럴 필요 없고 동네에 하나씩 있는 빵 괜찮게 만드는 평범한 빵집입니다. 대기가 길면 안 가셔도 될거 같아요.
2023.08.17.,4.0,빵 맛은 어디나 있는 제과점과 비슷하지만 가격이 저렴하네요 다만 사람이 너무 많아서 대기가 길어요 ㅠ
2023.08.17.,5.0,이탈리안샌드위치 맛있어요
2023.08.17.,5.0,
2023.08.17.,5.0,명불허전!!!
2023.08.17.,5.0,튀소먹으러 전주에서부터 와요 ㅎㅎ 튀소냄새맡으면 참을수없게됨 거북이빵이랑 메론빵도 맛있어요 거북이빵 많이 만들어주세요 ㅜㅜ
2023.08.17.,5.0,
2023.08.16.,5.0,성심당 성당앞에 있는 빵집.가성비 괜찮고 맛도 좋다.다시 방문하고 싶다.주말이나 공휴일은 줄서기를 필히 해야하는 곳
2023.08.15.,5.0,
2023.08.15.,5.0,사람 너무너무너무 많지만 전국구 유명 맛집인 사실은 변함이 없어요.
2023.08.15.,5.0,대전은 노잼도시가 아님 명란바게트 잠봉뵈르 존맛탱 잠봉뵈르는 대전역쪽에 없드라고요 본점에서 다 쟁기라고~~
2023.08.14.,5.0,대전이면 가봐야죠 ㅋㅋㅋ
2023.08.14.,5.0,
2023.08.14.,5.0,"빵순이, 빵돌이들의 천국ㅋㅋㅋ대전을 먹여살리는 갓심당!"
2023.08.13.,5.0,
2023.08.13.,3.0,불친절
2023.08.12.,5.0,대전에 들르면 꼭 둘르는 성심당! 매번 줄서서 사지만 줄 서는 시간이 안아까울 만큼 맛있어요..^^
2023.08.12.,5.0,너무 맛있다 믿고먹는 성심당..평일에는 줄 거의 안서용주차가능 구라임 차 절대 끌고오지 마세용
2023.08.12.,5.0,
2023.08.12.,4.0,사람이 너무 많고 주차가 좀 어렵지만맛과 가성비는 전설!
2023.08.11.,3.0,
2023.08.10.,5.0,
2023.08.10.,5.0,튀김소보로 별로 였던 분들껜 튀소구마와 초코튀소를 추천합니다! 기름맛을 초코가 싹 잡아줘요 ㅠㅠㅠ
2023.08.09.,5.0,어떤걸 사도 기본 이상은 합니다
2023.08.09.,5.0,왜 창원에 없는것임?유명한or sns에서 호들갑떠는 빵 보다는 식사빵류가 더 맛있음
2023.08.09.,4.0,빵 맛있네요. 줄 안서려면 일찍 가세요.월요일 오전 10시15분에 찍은 사진입니다.
2023.08.09.,5.0,맛 좋고 가격 거품이 없음.손님은 엄청 많음
2023.08.08.,4.0,맛있긴 하지만 엄청 특별한 건 아니었어요 그래도 가격이 저렴해서 좋았습니다!
2023.08.08.,5.0,말이 필요 없는 레전드
2023.08.08.,5.0,
2023.08.07.,5.0,말해뭐합니까 대전은 유잼도시입니다
2023.08.06.,4.0,가격은 진짜 저렴하지만 빵은 솔직히 흔한 옛날빵 맛이에용
2023.08.06.,5.0,대전 살면서 본가 가면 꼭 들르는 곳
2023.08.05.,5.0,말해뭐해
2023.08.05.,5.0,주말피해서 가면  대기많이 안하고  맛있는 빵 살수있음..생일때는 항상 케이크사는곳.   샌드위치맛집.  보문산메아리 맛집. 빵은 성심당이  최고!!
2023.08.05.,5.0,
2023.08.05.,5.0,사람이 정말 많지만 유명한 곳답게 질서있게 정리를 잘해주셔서 어렵지 않게 구매할 수 있었어요
2023.08.04.,5.0,아악 월요일에 큰 맘 먹고 가려고 했는데 아쉽게 롯데점 가야 돼요ㅠㅠㅠㅠ 언젠가 봐요--------리뷰 새로 못쓰나바요ㅠ제발 서울에도 성심당 만들어주십쇼ㅠㅠㅠㅜㅜ대전토박이 서울시민 됐단 말이에요ㅠㅠ
2023.08.04.,5.0,값싸고 맛있는빵이 너무 많았어요! 평일 낮에도 사람 많은건 아쉽습니두ㅠㅠㅠ
2023.08.03.,5.0,줄이길어도 계산이엄청빠릅니다
2023.08.03.,5.0,성심당 옆에 살고 싶다
2023.08.03.,5.0,여전히 맛있고 사람도많네요
2023.08.03.,5.0,맛있어여
2023.08.02.,4.0,무슨 명소 가듯이 밖에 구경만 했음. 대기자가 너무 너무 많음.그냥 대전역점에 튀소 구함
2023.08.01.,5.0,맛있어요. 튀김빵들..일부러 대전가서 사오게 만드는 마성의 맛
2023.08.01.,5.0,맛있고 친절하고 좋은데사람이 너무 많고대기가 길고주차장가기가 쉽진 않아요.성심당 케익파는 곳 건너편에 우리들주차장인가를 처음부터 찍으면 좀 편합니다.2시간까진 므료주차 받음
2023.08.01.,5.0,
2023.08.01.,5.0,저렴하고 맛있다..
2023.07.31.,5.0,대전갈때마다 성심당은 무조건 들려요~~~최고예요👍👍👍
2023.07.30.,5.0,
2023.07.30.,5.0,빵이 가격도 착하고 맛도 있음
2023.07.30.,5.0,"역시 대전을 대표하는 빵집답게 모든 종류의 빵들이 두루 맛있었다. 소보로 1700원.. 명성에 비하여 그렇게 비싸지 않은 가격에 빵들을 즐길 수 있다는 것도 성심당이 명성을 이어가는데 한 몫을 하는 것 같다. 토요일 11시경, 갔을 당시 첫번째 사진처럼 3줄 정도 섰는데, 순환이 워낙 빨라서 7분정도만 대기했다가 입성할 수 있었다. 가게 안에서도 줄을 서서 고르다보니 한 번 지나간 빵은 다시 고르기 힘든 구조다. 미리 어떤 빵을 살 지 선택해놓는게 좋을 것 같다. 대전쪽에 들릴 일이 있다면 충분히 다시 가볼 의향이 있는 곳이다."
2023.07.29.,5.0,말해뭐행 늘 맛있습니다 가성비도 짱
2023.07.29.,5.0,사람 진짜 많아요 ㄹㅇ근데 맛이ㅆ다
2023.07.28.,5.0,명불허전입니다
2023.07.28.,5.0,
2023.07.28.,5.0,
2023.07.28.,4.0,"주차장은 다소 멀지만 빵은 진짜 뭘 골라도 평타 이상. 하지만 빵 매대를 한번 지나치면 다시 돌아가서 고르기가 힘든 점, 계산 후 빵 자르는 줄을 다시 따로 서야한다는 점 등 손님 동선이 미묘함"
2023.07.28.,3.0,빵 누락된게 없는지 꼭 확인하시길 바랍니다. 집에오니 안온게 있네요🥲
2023.07.27.,4.0,올해 마지막 판매하는 망고케이크 사옴 망고도 많고 크림도 많음 평일인데도 사람 많음
2023.07.26.,5.0,
2023.07.26.,5.0,사람이 너무 많아요. 주멀 제외하고 이용 추천드립니다.
2023.07.26.,5.0,명란바게트 미쳤다... 소금빵 가성비 좋으나 소금크루와상이 더 취향저격 으아 대전의 빛과 소금
2023.07.25.,5.0,
2023.07.25.,5.0,
2023.07.25.,3.0,
2023.07.24.,5.0,뭐 더 말할게 있겠습니까. 국내 빵집 탑이죠
2023.07.23.,2.0,
2023.07.23.,5.0,대한민국 1등빵집
2023.07.22.,5.0,
2023.07.22.,5.0,
2023.07.22.,4.0,맛있어요.
2023.07.22.,5.0,
2023.07.22.,5.0,성심당 체고시다 🫶🏻부띠끄까지 45000 긁고 왔습니다행복하네여 💛🤎죄다 후루룹 마시느라 사진이 저거뿐이네요 하하
2023.07.21.,5.0,
2023.07.19.,5.0,
2023.07.19.,5.0,언제나 사람 많은곳
2023.07.19.,4.0,사람이 너무 많아서 평일에 가야해요
2023.07.19.,5.0,월욜 오전에 가니 그나마 나앗어요 ㅎㅎ주말은....노노
2023.07.18.,4.0,빵도 엄청 많고 맛있습니다 한번쯤 가보세요
2023.07.18.,5.0,눈치게임 성공해서 나름 빨리 구매할 수 있었던 것 같다.
2023.07.18.,5.0,
2023.07.17.,5.0,부추빵 졸라 마싯성
2023.07.16.,5.0,사람 너무 많아서 현기증남빵 전반적으로 가성비 좋고 실패한 메뉴 없음~순전히 개인 기록만을 위해 적는 순위~명란바게트=토요빵>보문산메아리=작은메아리=주먹밥>>빅매치=메론빵=올리브치아바타=우리밀양파빵>튀소=부추빵다음에 먹어볼 것애플브리치즈샌드위치소금크루아상소금빵김치주먹밥교황스콘순수롤새우롤낙지고로케공주밤모스
2023.07.15.,5.0,명란마요 소금빵 맛있네요 매장안에 사람많아서 너무정신이없었는데 맛으로 커버가되네요 가격도 합리적!
2023.07.14.,5.0,군 입대 전 최고의선택..
2023.07.14.,4.0,
2023.07.13.,4.0,"갓 튀긴 튀소 맛있음 초코튀소는 식어도 맛있고 작은 메아리 별로6시쯤 가니 절반이상 품절, 튀소는 넘침다음에 먹어볼 것-소금빵, 땡큐빵, 퀸아망,튀소구마, 시오크루아상, 김치주먹밥, 이탈리안 샌드위치 애플브리치즈샌드위치, 카프레제 샌드위치, 올리브 클래식 샌드위치, 아몬드 크루아상, 빅매치, 카카오순정,, 공주밤식빵, 모찌모찌식빵, 올리브크로첼호불호 갈리는 빵-명란바게트, 부추빵, 보문산메아리, 야채고로캐, 메론빵, 토요빵"
2023.07.12.,5.0,성심당 대전의 명물로도 유명한 곳저도 대전에 와서 성심당에 들렀었는데요대전역에 있는 빵보다 다양하게 배치되어 있었고가격도 타 빵집이랑은 다르게 가격도 저렴한 편이라 많이 사도 부담이 없었어요소금빵이 정말 맛있고 솔직히 말해서 빵 아무거나 골라 잡아도 실패 없을 정도로 정말 맛있어요본가갈 때 아주 가끔 사서 챙겨가는데 대전역이랑 가까워서 너무 좋아요 빵 구경하는데 너무 설렜을 정도성심당 때문에라도 대전에 살고 싶은 느낌이 들 정도입니당사진은 성심당 메뉴 찍은 거 없어서 ㅎㅎㅎ ㅠㅠ
2023.07.12.,5.0,입구 들어서는 순간부터 파리바게트밖에 없는 우리동네가 너무나도 미워진다
2023.07.12.,5.0,
2023.07.11.,5.0,"과일이 들어간 빵, 케익은 반드시 드셔보세요. 정말 맛있어요. ㅜㅜ다른 빵도 다 맛있어요.명란바게트 추천합니다.모든빵을 살수없다면 과일없이 크림만 있는빵은 빼셔도 돼요. 맛이없어서 그런게 아니고 다른빵집이랑 비슷해서용."
2023.07.10.,5.0,
2023.07.10.,5.0,"대전의 필수이자, 대전의 정체성이자, 대전을 방문해야 하는 이유의 명빵집.. 튀김소보로가 제 인생 빵입니다.. 그 외에도 다른 빵도 맛있습니다. 대전 더 가고 싶어요.."
2023.07.09.,5.0,대전은 성심당이 먹여살리는듯.. 이만한 빵집 진짜 없는거 같아요 수원에서 갔는데도 만족이여케이쿠보다는 빵이 맛있는거 같긴 해요
2023.07.09.,5.0,맛과 가격 접근성 모두 갖춘 명불허전 성심당! 존맛탱ㅠ
2023.07.09.,5.0,
